target_id,source_id,ra,dec,RUWE,non_single_star
2MASS J16301691+3454589,1326226909630702208,247.5705323,34.9158516,1.0215842,0
2MASS J16301730+2830202,1305617045204545408,247.5720544,28.50557964,1.0056089,0
2MASS J16301758+2914454,1305960402070160128,247.5732814,29.24585512,1.0714812,0
2MASS J16301758+2914454,1305960402070160128,247.5732814,29.24585512,1.0714812,0
2MASS J16301821+2729111,1305485099512392448,247.5759351,27.4863271,1.0562801,0
2MASS J16301821+2729111,1305485099514706816,247.5745794,27.48577846,1.0101177,0
2MASS J16301941+2504206,1303820992960484736,247.5808386,25.07245071,0.9314086,0
2MASS J16301985+2709042,1304350407809713920,247.5827687,27.15118705,1.089397,0
2MASS J16302015+2508270,1303822401709759872,247.5838145,25.14064617,1.0599848,0
2MASS J16302025+2648594,1304324019530608128,247.584389,26.81654647,1.3112892,0
2MASS J16302025+2648594,1304324019530608000,247.5840481,26.81595114,1.5112673,0
2MASS J16302030+2609593,1304218569493371264,247.5846318,26.1664629,1.1457119,0
2MASS J16302077+2506328,1303821199118915840,247.5865766,25.10912779,1.0885037,0
2MASS J16302227+2856281,1305916765202386816,247.5927653,28.94108876,1.1007035,0
2MASS J16302227+2856281,1305916765202386816,247.5927653,28.94108876,1.1007035,0
2MASS J16302457+2718580,1304730735753123200,247.602395,27.31609513,1.0669732,0
2MASS J16302457+2718580,1304730735753123200,247.602395,27.31609513,1.0669732,0
2MASS J16302616+2510249,1303822573508452096,247.6090788,25.17354611,1.2124237,0
2MASS J16302653+2746214,1305510358216825856,247.6106238,27.77261548,0.9664425,0
2MASS J16303039+2602410,1304028968161111424,247.6266209,26.04478137,1.604563,1
2MASS J16303117+2723151,1304732694258211584,247.6298642,27.38737255,1.0547951,0
2MASS J16303117+2723151,1304732689962987392,247.6304849,27.38759995,1.054786,0
2MASS J16303244+2535597,1303911496511454976,247.635149,25.60000918,1.9020418,1
2MASS J16303268+2853312,1305913466667488768,247.6362778,28.89194546,1.0357634,0
2MASS J16303268+2853312,1305913466667488640,247.6368823,28.89222459,1.0278835,0
2MASS J16303383+2922416,1305963666245313024,247.6409928,29.37819912,1.1243486,0
2MASS J16303543+2556553,1304025948800357504,247.6476357,25.94870643,0.99829316,0
2MASS J16303593+2555090,1304022822064163328,247.6497395,25.91921489,0.9016381,0
2MASS J16303593+2555090,1304022822064163328,247.6497395,25.91921489,0.9016381,0
2MASS J16303593+2555090,1304022822063177216,247.6507764,25.91839042,0.9771389,0
2MASS J16303593+2555090,1304022822063177216,247.6507764,25.91839042,0.9771389,0
2MASS J16303636+2519388,1303851848005628800,247.6514076,25.3275074,1.0855399,0
2MASS J16303636+2519388,1303851848005628800,247.6514076,25.3275074,1.0855399,0
2MASS J16303847+2534208,1303908404134997760,247.6603805,25.57248965,0.97419375,0
2MASS J16303847+2534208,1303908404134997760,247.6603805,25.57248965,0.97419375,0
2MASS J16303910+2603278,1304029316054723968,247.6628984,26.05775896,1.1097156,0
2MASS J16303986+2645454,1304275812817664000,247.6660901,26.76266282,0.99958515,0
2MASS J16304060+2634501,1304269147028400768,247.6690391,26.58068871,1.0535264,0
2MASS J16304096+2548481,1304020897919461888,247.6706901,25.81333523,1.0623211,0
2MASS J16304207+2550483,1304021310235667200,247.6752821,25.84665516,,0
2MASS J16304207+2550483,1304021310235667200,247.6752821,25.84665516,,0
2MASS J16304247+2801058,1305540835305238400,247.6770616,28.01824797,1.9826767,0
2MASS J16304293+2747523,1305533722838911232,247.6783406,27.79732907,2.1729984,1
2MASS J16304293+2747523,1305533722838911232,247.6783406,27.79732907,2.1729984,1
2MASS J16304303+2632419,1304268769071274112,247.6789586,26.54493639,1.3429878,0
2MASS J16304303+2632419,1304268769071274112,247.6789586,26.54493639,1.3429878,0
2MASS J16304322+2836033,1305711706283833088,247.68001,28.60097694,3.088111,1
2MASS J16304402+3450569,1326222649023123712,247.6834964,34.84907012,0.93641615,0
2MASS J16304404+2816057,1305597391434155776,247.6837453,28.26800187,0.989014,0
2MASS J16304432+2555207,1304022890783637504,247.6846101,25.92241093,1.0056635,0
2MASS J16304432+2555207,1304022890783637504,247.6846101,25.92241093,1.0056635,0
2MASS J16304630+2725555,1304739050809854080,247.6929979,27.43218,1.0692356,0
2MASS J16304630+2725555,1304739050809854080,247.6929979,27.43218,1.0692356,0
2MASS J16304784+2521571,1303852329041964544,247.699235,25.36594821,1.014747,0
2MASS J16304912+2532044,1303907304623363200,247.7047329,25.53455686,0.985711,0
2MASS J16305348+2650242,1304329242210828544,247.7228037,26.83980361,1.1129344,0
2MASS J16305348+2650242,1304329242210828672,247.7227372,26.83911198,1.3525505,0
2MASS J16305373+2606242,1304035294649199232,247.7238806,26.10667313,1.0203345,0
2MASS J16305392+2902153,1305919136024328064,247.724793,29.03744104,,0
2MASS J16305488+2506308,1303832881429139968,247.7287292,25.10846578,1.7618102,0
2MASS J16305488+2506308,1303832881430115456,247.7290753,25.10865127,2.319004,0
2MASS J16305540+2523009,1303852462184413824,247.7309062,25.38343395,0.9510726,0
2MASS J16305540+2523009,1303852462184413824,247.7309062,25.38343395,0.9510726,0
2MASS J16305590+2854099,1305912951271401600,247.7328744,28.90271474,2.6292584,1
2MASS J16305612+2716577,1304727986974047872,247.7338645,27.28270675,1.0614709,0
2MASS J16305612+2716577,1304727986974047872,247.7338645,27.28270675,1.0614709,0
2MASS J16305638+2502156,1303808245497542400,247.735015,25.03756137,1.2486665,0
2MASS J16305638+2502156,1303808245497542400,247.735015,25.03756137,1.2486665,0
2MASS J16305731+2606248,1304035225929721472,247.7390074,26.10695157,1.077747,0
2MASS J16305826+2922174,1305960161551986304,247.742741,29.37132101,5.3681493,0
2MASS J16305916+2857098,1305914634898586112,247.7465227,28.9527343,0.9834799,0
2MASS J16310098+2532465,1303908713372634624,247.754067,25.54622796,9.467188,2
2MASS J16310098+2532465,1303908713372634624,247.754067,25.54622796,9.467188,2
2MASS J16310194+2506054,1303832159876115456,247.7580419,25.10153541,2.506011,3
2MASS J16310208+2611214,1304223822237111168,247.7587044,26.18931849,0.94459933,0
2MASS J16310208+2611214,1304223822237111168,247.7587044,26.18931849,0.94459933,0
2MASS J16310252+2544110,1304007909937693824,247.7604706,25.73642929,1.0200787,0
2MASS J16310326+2521209,1303849236665503744,247.7636085,25.35577859,0.9605729,0
2MASS J16310386+2926443,1305969541760566912,247.7660931,29.44573475,3.3508313,0
2MASS J16310436+2828288,1305698099827740672,247.7682973,28.47478025,1.0050913,0
2MASS J16310469+2833505,1305711878082288000,247.7695472,28.56401847,1.4312317,2
2MASS J16310538+2626562,1304254784657739520,247.7723162,26.44901514,0.9912632,0
2MASS J16310538+2626562,1304254784656131584,247.7734574,26.4485138,1.015655,0
2MASS J16310605+2553137,1304023028222582656,247.7751018,25.88715815,1.023743,0
2MASS J16310605+2553137,1304023028222582656,247.7751018,25.88715815,1.023743,0
2MASS J16310605+2553137,1304023028220536064,247.7752674,25.8875984,3.2569573,0
2MASS J16310605+2553137,1304023028220536064,247.7752674,25.8875984,3.2569573,0
2MASS J16310746+2916515,1305958374845572608,247.7812734,29.28087971,1.0139999,0
2MASS J16310746+2916515,1305958374845572480,247.7815202,29.28024359,1.119125,0
2MASS J16310746+2916515,1305958370551239680,247.7799653,29.2803534,1.0202624,0
2MASS J16310876+2655244,1304331475593824256,247.7862353,26.92387086,0.9815206,0
2MASS J16311108+2720534,1304734442308903168,247.7962265,27.34816392,1.0455152,0
2MASS J16311109+2720145,1304734446604905216,247.7962809,27.33731543,0.94647163,0
2MASS J16311212+2908164,1305943600158050560,247.8004973,29.13799932,1.0200279,0
2MASS J16311255+2727498,1304738707212673152,247.8024067,27.46385943,1.3151228,0
2MASS J16311255+2727498,1304738638492217984,247.8024869,27.46353064,1.3464723,0
2MASS J16311272+2627243,1304254853377214080,247.8030041,26.45689029,11.580766,0
2MASS J16311272+2627243,1304254853377214080,247.8030041,26.45689029,11.580766,0
2MASS J16311272+2627243,1304254853377214080,247.8030041,26.45689029,11.580766,0
2MASS J16311579+2625397,1304254475420087168,247.8157739,26.42758043,1.0056763,0
2MASS J16311579+2625397,1304254475420087168,247.8157739,26.42758043,1.0056763,0
2MASS J16311579+2625397,1304254475420087168,247.8157739,26.42758043,1.0056763,0
2MASS J16311694+2638091,1304270280899756160,247.8206544,26.63583175,0.86738986,0
2MASS J16311702+2811009,1305550249873184256,247.8209724,28.18355038,1.0679126,0
2MASS J16311702+2811009,1305550249873184128,247.8206897,28.18300846,1.310435,0
2MASS J16311795+2703480,1304708814240027264,247.8247674,27.06280754,1.1549126,0
2MASS J16311795+2703480,1304708814240027264,247.8247674,27.06280754,1.1549126,0
2MASS J16311795+2703480,1304708814240027264,247.8247674,27.06280754,1.1549126,0
2MASS J16311837+2529371,1303860644098650240,247.826533,25.49359252,0.9761554,0
2MASS J16311837+2529371,1303860644098650240,247.826533,25.49359252,0.9761554,0
2MASS J16311936+3455468,1326213165735326976,247.8306252,34.92941764,0.9787967,0
2MASS J16311978+2519223,1303853978309387904,247.8324444,25.32289445,1.2178946,0
2MASS J16312037+2808571,1305549390879625856,247.8348312,28.14919231,0.8832448,0
2MASS J16312066+2701078,1304708127045939456,247.8359692,27.01849385,1.0348377,0
2MASS J16312166+2733051,1304741593430657792,247.8402817,27.55140809,0.94270766,0
2MASS J16312166+2733051,1304741593430657792,247.8402817,27.55140809,0.94270766,0
2MASS J16312228+2650502,1304282959643235968,247.8427608,26.84701622,0.83398676,0
2MASS J16312289+2505418,1303829411096433536,247.8453483,25.09490755,1.003387,0
2MASS J16312289+2505418,1303829411096433536,247.8453483,25.09490755,1.003387,0
2MASS J16312526+2620219,1304249939934609408,247.8552161,26.33940062,1.0030895,0
2MASS J16312538+3447108,1326211138510750336,247.8557764,34.78590027,0.94124454,0
2MASS J16312541+2807503,1305549116001716608,247.8559135,28.13056291,1.0114017,0
2MASS J16312710+2659434,1304707096253104768,247.8628642,26.9949115,1.2826948,0
2MASS J16312866+2524117,1303855524497619200,247.8695295,25.4033839,14.488762,0
2MASS J16312866+2524117,1303855524497619200,247.8695295,25.4033839,14.488762,0
2MASS J16312881+2747438,1305519802848685696,247.8700069,27.79554408,2.0132573,0
2MASS J16313078+2813332,1305550146793874432,247.8782522,28.22586393,0.9874919,0
2MASS J16313252+2626003,1304252894872115968,247.8852146,26.43228493,0.7902074,0
2MASS J16313252+2626003,1304252894872115968,247.8852146,26.43228493,0.7902074,0
2MASS J16313252+2626003,1304252894872115968,247.8852146,26.43228493,0.7902074,0
2MASS J16313431+2606107,1304032992546775296,247.8928621,26.10290338,0.9599402,0
2MASS J16313431+2606107,1304032992546775296,247.8928621,26.10290338,0.9599402,0
2MASS J16313630+2502171,1303828036707004160,247.9012949,25.03806357,1.168423,0
2MASS J16313630+2502171,1303828036707004160,247.9012949,25.03806357,1.168423,0
2MASS J16313630+2502171,1303828032414436352,247.9024036,25.03711947,0.9395619,0
2MASS J16313630+2502171,1303828032414436352,247.9024036,25.03711947,0.9395619,0
2MASS J16313737+2845512,1305720979116272128,247.9057696,28.7641783,0.96401924,0
2MASS J16313767+2519325,1303842467797029120,247.9070035,25.32563106,3.6540234,1
2MASS J16313767+2519325,1303842467797029120,247.9070035,25.32563106,3.6540234,1
2MASS J16314214+2500307,1300825545330260992,247.9256937,25.00858634,1.0721711,0
2MASS J16314214+2500307,1300825545330260992,247.9256937,25.00858634,1.0721711,0
2MASS J16314244+2901378,1305751357421836416,247.9267956,29.02726777,1.128253,2
2MASS J16314647+2600381,1304018492737179520,247.9437527,26.01048103,11.008105,0
2MASS J16314647+2600381,1304018492737179520,247.9437527,26.01048103,11.008105,0
2MASS J16314647+2600381,1304018561454821120,247.9437656,26.01079896,,0
2MASS J16314647+2600381,1304018561454821120,247.9437656,26.01079896,,0
2MASS J16314708+2518443,1303842227278856192,247.9461802,25.31231919,1.1068314,0
2MASS J16314742+2507264,1303830373169101568,247.9475865,25.12394146,1.0704324,0
2MASS J16314742+2507264,1303830373169101568,247.9475865,25.12394146,1.0704324,0
2MASS J16314742+2507264,1303830373169101568,247.9475865,25.12394146,1.0704324,0
2MASS J16314813+2523100,1303855902454732416,247.9505963,25.38607927,1.5259886,0
2MASS J16314813+2523100,1303855902454732416,247.9505963,25.38607927,1.5259886,0
2MASS J16314849+2854420,1305749261477778432,247.9521069,28.91161339,3.9700904,0
2MASS J16314988+2511224,1303837451275209984,247.9578682,25.18956957,0.99909866,0
2MASS J16315019+2920093,1305953220884799104,247.9590794,29.33595541,1.0097551,0
2MASS J16315049+2524185,1303856005533948160,247.9603337,25.40514759,1.0536432,0
2MASS J16315049+2524185,1303856005533948160,247.9603337,25.40514759,1.0536432,0
2MASS J16315228+2501017,1300826782280788608,247.9678035,25.01710375,1.0189365,0
2MASS J16315228+2501017,1300826782280788608,247.9678035,25.01710375,1.0189365,0
2MASS J16315228+2501017,1300826782280788608,247.9678035,25.01710375,1.0189365,0
2MASS J16315228+2501017,1300826782280788608,247.9678035,25.01710375,1.0189365,0
2MASS J16315228+2501017,1300826782279166464,247.9678583,25.01635161,1.0908767,0
2MASS J16315228+2501017,1300826782279166464,247.9678583,25.01635161,1.0908767,0
2MASS J16315228+2501017,1300826782279166464,247.9678583,25.01635161,1.0908767,0
2MASS J16315228+2501017,1300826782279166464,247.9678583,25.01635161,1.0908767,0
2MASS J16315360+2527194,1303856727088456576,247.9732896,25.45545233,12.182458,0
2MASS J16315362+3449109,1326208557233741312,247.9733033,34.81970773,1.129719,0
2MASS J16315507+2522067,1303844078407910016,247.9794785,25.36851981,1.58607,1
2MASS J16315767+2903286,1305752731811367424,247.9903965,29.0580396,0.9921407,0
2MASS J16315899+2538274,1303955816278134016,247.9957234,25.64087873,1.0361067,0
2MASS J16315966+2839191,1305706243085312128,247.9984767,28.65524581,1.0781014,0
2MASS J16320072+2927110,1305955763505448320,248.0029096,29.45298947,3.5827057,3
2MASS J16320194+2707309,1304709879391959552,248.008057,27.12509508,3.210113,1
2MASS J16320194+2707309,1304709879391959552,248.008057,27.12509508,3.210113,1
2MASS J16320356+2516153,1303841162126956160,248.0147703,25.27088582,1.1836786,0
2MASS J16320699+2709191,1304715892346174208,248.0292051,27.15538706,5.676047,0
2MASS J16320793+2521256,1303843189352100608,248.0330976,25.35729523,34.628223,0
2MASS J16320793+2521256,1303843189352100608,248.0330976,25.35729523,34.628223,0
2MASS J16320808+2920393,1305953839360078976,248.0336921,29.34426327,0.9514973,0
2MASS J16320863+2917436,1305949235155130112,248.0359701,29.29545171,0.96838737,0
2MASS J16321052+2525087,1303844563741066240,248.0438838,25.41901193,1.1670687,0
2MASS J16321052+2525087,1303844563741066240,248.0438838,25.41901193,1.1670687,0
2MASS J16321052+2525087,1303844559448023680,248.042731,25.41995603,2.2863655,0
2MASS J16321052+2525087,1303844559448023680,248.042731,25.41995603,2.2863655,0
2MASS J16321127+2743445,1304768050429197952,248.0469981,27.72899118,1.2800982,0
2MASS J16321170+2559519,1304018836334559232,248.048776,25.99775563,1.0110172,2
2MASS J16321170+2559519,1304018836334559232,248.048776,25.99775563,1.0110172,2
2MASS J16321177+2708214,1304715823626696192,248.0490922,27.13929745,1.4932158,0
2MASS J16321177+2708214,1304715823626696192,248.0490922,27.13929745,1.4932158,0
2MASS J16321177+2708214,1304715823626696192,248.0490922,27.13929745,1.4932158,0
2MASS J16321202+2602040,1304019523529327872,248.0501172,26.03445478,1.0917538,0
2MASS J16321565+2658081,1304657893107751936,248.0652363,26.96888174,1.1415557,0
2MASS J16321715+2817472,1305642986807084160,248.0713682,28.29660313,3.5640495,0
2MASS J16321739+2928227,1311960467085744128,248.072484,29.47293604,2.0358067,3
2MASS J16321999+2843549,1305708437811768832,248.0832649,28.73196492,1.0739527,0
2MASS J16322038+2649419,1304642946621555200,248.085063,26.82826125,2.3474162,0
2MASS J16322232+2505071,1300832589076568320,248.0927539,25.08562035,8.070513,0
2MASS J16322494+2548499,1303965578740081280,248.1037248,25.81384054,0.9687267,0
2MASS J16322531+2726421,1304747743824322304,248.1054753,27.44498445,5.292818,0
2MASS J16322690+2853498,1305747023797949952,248.1120528,28.89713509,0.9440641,0
2MASS J16323135+2543516,1303963757673871104,248.130617,25.73096903,0.9343762,0
2MASS J16323150+2904591,1.30576E+18,248.1312464,29.08308112,1.0883025,0
2MASS J16323192+3457529,1326216464270186368,248.1329752,34.96473693,1.0567977,0
2MASS J16323192+3457529,1326216464270186368,248.1329752,34.96473693,1.0567977,0
2MASS J16323637+2639173,1304262309440424064,248.1514599,26.65489485,0.9020763,0
2MASS J16323663+2823020,1305649583876851840,248.1525834,28.38383788,6.557483,3
2MASS J16323729+2536007,1303953277953658624,248.1553666,25.60020582,0.9959219,0
2MASS J16323763+2625152,1304069791826687360,248.1568789,26.42057853,1.8599594,0
2MASS J16323792+2653459,1304644733327949952,248.1580237,26.89609126,0.88973594,0
2MASS J16323792+2653459,1304644733327949952,248.1580237,26.89609126,0.88973594,0
2MASS J16323959+2539029,1303959565785782912,248.1649668,25.6505357,1.1995759,0
2MASS J16323959+2539029,1303959565785782912,248.1649668,25.6505357,1.1995759,0
2MASS J16323983+2932117,1311962567326832768,248.1659493,29.53658369,1.0923867,0
2MASS J16323999+3440158,1326021021781723776,248.1666168,34.67107341,0.96212405,0
2MASS J16324034+2540547,1303960356059767168,248.1681279,25.6817818,0.9627296,0
2MASS J16324034+2540547,1303960356059767168,248.1681279,25.6817818,0.9627296,0
2MASS J16324034+2540547,1303960356059767168,248.1681279,25.6817818,0.9627296,0
2MASS J16324140+2613551,1304046976960391040,248.1724656,26.23197191,0.9238979,0
2MASS J16324426+2652168,1304644454154662784,248.1844587,26.8713742,2.726105,1
2MASS J16324610+2532005,1303940702289408768,248.1921458,25.53345353,1.0726676,0
2MASS J16324610+2532005,1303940702289408768,248.1921458,25.53345353,1.0726676,0
2MASS J16324627+2503425,1300829531059864704,248.1927368,25.06187164,0.9793829,0
2MASS J16324627+2503425,1300829531059864704,248.1927368,25.06187164,0.9793829,0
2MASS J16324820+2558163,1304038485808014976,248.200861,25.97116053,1.0210552,0
2MASS J16324820+2558163,1304038485808014976,248.200861,25.97116053,1.0210552,0
2MASS J16325286+2507373,1300831489564934400,248.2202009,25.12700352,1.0295099,0
2MASS J16325286+2507373,1300831489564934400,248.2202009,25.12700352,1.0295099,0
2MASS J16325286+2507373,1300831489564934400,248.2202009,25.12700352,1.0295099,0
2MASS J16325286+2507373,1300831489564934400,248.2202009,25.12700352,1.0295099,0
2MASS J16325493+2633430,1304073159079583616,248.228927,26.5619603,18.302975,0
2MASS J16325586+2558019,1303991584765142784,248.2327789,25.96722149,35.206036,0
2MASS J16325731+2544008,1303961043254608000,248.238843,25.73352354,0.98190427,0
2MASS J16325731+2544008,1303961043254608000,248.238843,25.73352354,0.98190427,0
2MASS J16325731+2544008,1303961043254608000,248.238843,25.73352354,0.98190427,0
2MASS J16325965+2723481,1304743139618807296,248.2485355,27.39670397,1.1218185,0
2MASS J16325965+2723481,1304743139618807296,248.2485355,27.39670397,1.1218185,0
2MASS J16330362+2643213,1304638995251627904,248.2651494,26.72229954,0.95268255,0
2MASS J16330448+2925379,1311957344646594816,248.2686911,29.42720153,0.998718,0
2MASS J16330448+2925379,1311957344646594688,248.2692585,29.42676402,1.1997478,0
2MASS J16330543+2833465,1305655459391964416,248.272651,28.56291278,1.0186183,0
2MASS J16330609+3449585,1326024045438697856,248.2753928,34.83291319,1.0700648,0
2MASS J16330644+2634151,1304447714588757760,248.2768169,26.57094861,0.94739187,0
2MASS J16330644+2634151,1304447714588757760,248.2768169,26.57094861,0.94739187,0
2MASS J16330835+2612582,1304051649884797696,248.2847311,26.21626083,1.1610562,0
2MASS J16330876+2851158,1305731497493002880,248.2865269,28.85435429,0.8770334,0
2MASS J16331008+2503342,1300830115175388928,248.2919542,25.05946013,0.99425614,0
2MASS J16331008+2503342,1300830115175388928,248.2919542,25.05946013,0.99425614,0
2MASS J16331008+2503342,1300830115175388928,248.2919542,25.05946013,0.99425614,0
2MASS J16331249+2628478,1304068829754004480,248.3020168,26.47997961,1.2699764,0
2MASS J16331291+2640383,1304449501295158016,248.3038392,26.67731228,0.9664689,0
2MASS J16331416+3425262,1325996557648448256,248.3093954,34.42343489,0.9611674,0
2MASS J16331436+2652128,1304646794912296832,248.3098491,26.8702645,0.94726354,0
2MASS J16331816+2532563,1303943210550301952,248.3256632,25.5486523,0.9724451,0
2MASS J16331828+2515242,1300929582320595072,248.3261777,25.2567385,1.0902494,0
2MASS J16331828+2515242,1300929582320595072,248.3261777,25.2567385,1.0902494,0
2MASS J16331828+2515242,1300929586618326400,248.3255887,25.25669832,,0
2MASS J16331828+2515242,1300929586618326400,248.3255887,25.25669832,,0
2MASS J16331910+3417147,1325948355230569600,248.3295434,34.28734669,0.95984304,0
2MASS J16331964+2641471,1304451008826995584,248.3318541,26.69641866,1.0113131,0
2MASS J16331964+2641471,1304451008826995584,248.3318541,26.69641866,1.0113131,0
2MASS J16331982+2828018,1305651233144126080,248.3325696,28.46706506,0.9532087,2
2MASS J16332091+2848306,1305730397981365504,248.3369176,28.80852685,0.99891406,0
2MASS J16332091+2848306,1305730397981562624,248.336408,28.80766918,,0
2MASS J16332114+2640287,1304450738245737728,248.3380378,26.67480029,1.0681179,2
2MASS J16332286+2818195,1305635874341056512,248.3452262,28.30548617,1.0257441,0
2MASS J16332348+2509274,1300924913693906688,248.3477735,25.15760825,7.733357,0
2MASS J16332348+2509274,1300924913693906688,248.3477735,25.15760825,7.733357,0
2MASS J16332348+2509274,1300924913693906688,248.3477735,25.15760825,7.733357,0
2MASS J16332383+2643174,1304451150562599424,248.3492921,26.72147549,1.0834403,0
2MASS J16332450+2555054,1303987637692183680,248.3520999,25.91812475,1.0729318,0
2MASS J16332474+2911150,1311761700295455616,248.3530448,29.18764259,1.0171149,0
2MASS J16332705+2650211,1304645798479881728,248.3627145,26.83915594,2.0045283,2
2MASS J16332847+2920178,1311768018191912832,248.3686518,29.33832046,0.9604546,0
2MASS J16333139+2740129,1304757879946584320,248.3804538,27.67040961,2.1935844,1
2MASS J16333200+2517437,1300931167165683456,248.3833462,25.29545616,1.0943179,0
2MASS J16333294+2731000,1304751312939863168,248.3872287,27.51660321,4.4154167,3
2MASS J16333628+2615331,1304050756531593856,248.401072,26.2592629,1.02642,0
2MASS J16333830+3359549,1325905096321314816,248.4094763,33.99864301,1.0896019,0
2MASS J16333857+2742553,1304758498421947904,248.4107049,27.7153634,0.8891957,0
2MASS J16333869+2650260,1304645935918833536,248.4112694,26.84059678,4.4953194,0
2MASS J16333912+2635592,1304446408918692864,248.413015,26.59976866,0.9530596,0
2MASS J16334111+2534101,1303942695154306048,248.4212581,25.56947556,0.94485193,0
2MASS J16334163+2721200,1304696543516908032,248.4234204,27.35565635,0.97081333,0
2MASS J16334163+2721200,1304696547813555072,248.4239331,27.35564864,1.5089555,0
2MASS J16334242+2638149,1304446821235555456,248.4272218,26.63728407,0.8833663,0
2MASS J16334242+2638149,1304446821235555456,248.4272218,26.63728407,0.8833663,0
2MASS J16334348+3420073,1325948252152629760,248.4311717,34.33547311,0.9687851,0
2MASS J16334365+2911261,1311750155423405184,248.4318731,29.19057652,0.97409475,0
2MASS J16334451+2503581,1300911650834269824,248.4354365,25.06608472,0.98374003,0
2MASS J16334451+2503581,1300911650834269824,248.4354365,25.06608472,0.98374003,0
2MASS J16334599+3428223,1325955880013283712,248.441712,34.47285924,,0
2MASS J16334599+3428223,1325955880015042048,248.4416935,34.47303243,14.512898,0
2MASS J16334717+2717089,1304692836961799552,248.446574,27.28579832,1.1590762,0
2MASS J16334717+2717089,1304692836961799552,248.446574,27.28579832,1.1590762,0
2MASS J16334804+3354272,1325900801353870592,248.4496013,33.90774393,0.9774162,0
2MASS J16334930+2540173,1303945959329454464,248.4553148,25.67143532,1.0644417,0
2MASS J16334953+2935238,1311965934581217408,248.4563574,29.58996831,0.9511887,0
2MASS J16335078+2641265,1304450325928870528,248.4615858,26.69073696,0.91393924,0
2MASS J16335259+2723373,1304702595127506432,248.4691333,27.39368658,1.0099608,0
2MASS J16335259+2723373,1304702595127506432,248.4691333,27.39368658,1.0099608,0
2MASS J16335259+2723373,1304702590833778432,248.4703083,27.39427294,1.0497619,0
2MASS J16335259+2723373,1304702590833778432,248.4703083,27.39427294,1.0497619,0
2MASS J16335328+2534163,1303944035184098944,248.4718991,25.57121838,0.97746617,0
2MASS J16335328+2534163,1303944035184098944,248.4718991,25.57121838,0.97746617,0
2MASS J16335412+3439238,1326006526268921472,248.4755195,34.65649616,0.88283,2
2MASS J16335448+2758173,1304869102419668736,248.4770096,27.97143298,0.9773691,0
2MASS J16335481+2644550,1304456648120780672,248.4783509,26.74857235,1.141247,0
2MASS J16335481+2644550,1304456648120780672,248.4783509,26.74857235,1.141247,0
2MASS J16335554+3402170,1325928289144612736,248.4814097,34.03793437,0.99943054,0
2MASS J16335680+2716557,1304692424644933376,248.486669,27.28212931,1.5071555,0
2MASS J16335836+2823132,1305658345609939712,248.4930681,28.38690923,0.92007536,0
2MASS J16335836+2823132,1305658345608468864,248.4941895,28.38780129,1.030005,0
2MASS J16335893+2851533,1305691021721184640,248.495583,28.86477001,1.1476274,0
2MASS J16335970+2734028,1304753241381878400,248.4987223,27.56740024,0.9858812,0
2MASS J16340138+2600558,1303995609151478784,248.5058098,26.01547976,1.0438046,0
2MASS J16340157+3406117,1325930763045779072,248.506644,34.10308205,0.9478784,0
2MASS J16340187+2550099,1303975714862949120,248.5078218,25.83598322,0.9916979,0
2MASS J16340187+2550099,1303975714862949120,248.5078218,25.83598322,0.9916979,0
2MASS J16340187+2550099,1303975714862949120,248.5078218,25.83598322,0.9916979,0
2MASS J16340188+2724530,1304703041804104320,248.5081053,27.41429513,1.0536573,0
2MASS J16340270+2819241,1305633744037257728,248.5110184,28.32326074,1.0803437,0
2MASS J16340337+2612494,1304002549818648704,248.5141119,26.21367647,0.98586637,0
2MASS J16340404+2703197,1304673316333779328,248.5168767,27.05539136,1.2028368,0
2MASS J16340423+2934102,1311778055531130880,248.5175721,29.56950765,3.13675,0
2MASS J16340430+2521441,1300934671858992640,248.5179191,25.36255851,6.6610126,3
2MASS J16340516+3204187,1324711988766403456,248.5214513,32.0718718,1.061545,0
2MASS J16340738+2816083,1305633263000912256,248.5307255,28.2690579,2.1810284,3
2MASS J16340738+2816083,1304882640156855296,248.5314148,28.26876987,,0
2MASS J16340789+2713384,1304680226937801472,248.5329646,27.22720136,0.9049298,0
2MASS J16340789+2713384,1304680226937801472,248.5329646,27.22720136,0.9049298,0
2MASS J16340809+2546084,1303973103522825728,248.5337403,25.76889183,1.0667048,0
2MASS J16340954+3451234,1327514231588020480,248.5397733,34.85661264,1.0066384,0
2MASS J16340981+2723365,1304700018147120640,248.5409661,27.39349167,0.95590067,0
2MASS J16341002+2921597,1311770526452028928,248.5417821,29.36657598,0.9608236,0
2MASS J16341070+2811588,1304881884242493568,248.5442065,28.19987907,0.99559546,0
2MASS J16341085+3225535,1324726763453941632,248.5451135,32.43150125,1.0801369,0
2MASS J16341172+2711533,1304679574102767104,248.5488363,27.19814405,1.0663688,0
2MASS J16341172+2711533,1304679574102767104,248.5488363,27.19814405,1.0663688,0
2MASS J16341471+2915331,1311752113928690560,248.5613188,29.25917594,1.0079825,0
2MASS J16341521+2636378,1304440048070460160,248.5630505,26.61048606,,0
2MASS J16341689+2630073,1304432458864898688,248.5704071,26.50198098,0.9973203,0
2MASS J16341754+3430018,1325956945166437760,248.5731821,34.50012142,1.0997771,0
2MASS J16341798+3409277,1325930586950790528,248.5746873,34.15832978,3.7747726,0
2MASS J16341798+3409277,1325930591247591808,248.5749452,34.15840367,1.4799082,0
